id,uploader,modifier,regulator_id,regulator_locus_tag,regulator_symbol,source_name,assay,strain_verified,preferred_replicate,qc_notes,upload_date,modified_date,batch,strain,replicate,control,mechanism,restriction,time,file,notes,regulator,source
2865,chasem,chasem,5143,YMR070W,MOT3,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:41:04.521069-05:00,undefined,SMY153,1,undefined,gev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2865.csv.gz,strain_id:SMY153 ; date:20151210,195,7
2857,chasem,chasem,5110,YMR042W,ARG80,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:40:58.374878-05:00,undefined,yRSM92,1,undefined,gev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2857.csv.gz,strain_id:yRSM92 ; date:20151026,192,7
2849,chasem,chasem,5106,YMR039C,SUB1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:40:52.069104-05:00,undefined,SMY2225,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2849.csv.gz,strain_id:SMY2225 ; date:20161101,1132,7
2840,chasem,chasem,5104,YMR037C,MSN2,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:40:45.113374-05:00,undefined,SMY26,1,undefined,gev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2840.csv.gz,strain_id:SMY26 ; date:20150101,191,7
2830,chasem,chasem,5085,YMR021C,MAC1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:40:36.839533-05:00,undefined,yRSM170,1,undefined,gev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2830.csv.gz,strain_id:yRSM170 ; date:20151026,190,7
2816,chasem,chasem,5080,YMR016C,SOK2,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:40:25.525724-05:00,undefined,SMY2263,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2816.csv.gz,strain_id:SMY2263 ; date:20161103,188,7
2808,chasem,chasem,5045,YML007W,YAP1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:40:19.261169-05:00,undefined,SMY196,1,undefined,gev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2808.csv.gz,strain_id:SMY196 ; date:20151210,187,7
2800,chasem,chasem,5021,YML027W,YOX1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:40:13.241202-05:00,undefined,SMY2243,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2800.csv.gz,strain_id:SMY2243 ; date:20161117,186,7
2792,chasem,chasem,4993,YML051W,GAL80,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:40:07.063654-05:00,undefined,SMY2148,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2792.csv.gz,strain_id:SMY2148 ; date:20160504,185,7
2784,chasem,chasem,4962,YML076C,WAR1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:40:00.904616-05:00,undefined,SMY113,1,undefined,gev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2784.csv.gz,strain_id:SMY113 ; date:20151006,184,7
2776,chasem,chasem,4936,YML099C,ARG81,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:39:54.851288-05:00,undefined,yRSM84,1,undefined,gev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2776.csv.gz,strain_id:yRSM84 ; date:20151026,182,7
2768,chasem,chasem,4873,YLR451W,LEU3,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:39:48.768831-05:00,undefined,SMY2082,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2768.csv.gz,strain_id:SMY2082 ; date:20160209,178,7
2760,chasem,chasem,4836,YLR418C,CDC73,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:39:42.825999-05:00,undefined,SMY2141,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2760.csv.gz,strain_id:SMY2141 ; date:20160504,176,7
2752,chasem,chasem,4817,YLR403W,SFP1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:39:35.868752-05:00,undefined,SMY2213,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2752.csv.gz,strain_id:SMY2213 ; date:20160823,175,7
2744,chasem,chasem,4654,YLR266C,PDR8,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:39:28.814855-05:00,undefined,SMY159,1,undefined,gev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2744.csv.gz,strain_id:SMY159 ; date:20151210,172,7
2737,chasem,chasem,4640,YLR256W,HAP1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:39:23.271997-05:00,undefined,SMY57,1,undefined,gev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2737.csv.gz,strain_id:SMY57 ; date:20150616,1032,7
2731,chasem,chasem,4610,YLR228C,ECM22,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:39:18.239490-05:00,undefined,SMY59,1,undefined,gev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2731.csv.gz,strain_id:SMY59 ; date:20150101,171,7
2724,chasem,chasem,4560,YLR182W,SWI6,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:39:12.259123-05:00,undefined,SMY2226,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2724.csv.gz,strain_id:SMY2226 ; date:20161006,170,7
2716,chasem,chasem,4554,YLR176C,RFX1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:39:06.723268-05:00,undefined,SMY2103,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2716.csv.gz,strain_id:SMY2103 ; date:20151210,169,7
2708,chasem,chasem,4467,YLR131C,ACE2,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:39:00.933059-05:00,undefined,SMY64,1,undefined,gev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2708.csv.gz,strain_id:SMY64 ; date:20151216,167,7
2700,chasem,chasem,4429,YLR098C,CHA4,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:38:54.757245-05:00,undefined,SMY2061,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2700.csv.gz,strain_id:SMY2061 ; date:20160921,165,7
2692,chasem,chasem,4402,YLR071C,RGR1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:38:48.140302-05:00,undefined,SMY2209,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2692.csv.gz,strain_id:SMY2209 ; date:20160823,1503,7
2684,chasem,chasem,4386,YLR055C,SPT8,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:38:41.672079-05:00,undefined,SMY2220,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2684.csv.gz,strain_id:SMY2220 ; date:20161101,993,7
2676,chasem,chasem,4342,YLR014C,PPR1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:38:35.322609-05:00,undefined,SMY2101,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2676.csv.gz,strain_id:SMY2101 ; date:20160421,163,7
2668,chasem,chasem,4341,YLR013W,GAT3,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:38:28.960360-05:00,undefined,SMY2149,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2668.csv.gz,strain_id:SMY2149 ; date:20160504,162,7
2660,chasem,chasem,4339,YLR011W,LOT6,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:38:22.720853-05:00,undefined,SMY2157,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2660.csv.gz,strain_id:SMY2157 ; date:20160524,1502,7
2652,chasem,chasem,4270,YLL054C,unknown_4270,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:38:16.319848-05:00,undefined,SMY2242,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2652.csv.gz,strain_id:SMY2242 ; date:20161117,966,7
2638,chasem,chasem,4208,YKR064W,OAF3,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:38:05.751116-05:00,undefined,SMY2161,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2638.csv.gz,strain_id:SMY2161 ; date:20160524,159,7
2625,chasem,chasem,4174,YKR034W,DAL80,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:37:55.415862-05:00,undefined,SMY108,1,undefined,gev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2625.csv.gz,strain_id:SMY108 ; date:20150101,157,7
2618,chasem,chasem,4095,YKL038W,RGT1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:37:45.073180-05:00,undefined,SMY2104,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2618.csv.gz,strain_id:SMY2104 ; date:20161103,152,7
2610,chasem,chasem,4089,YKL043W,PHD1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:37:38.696786-05:00,undefined,SMY2174,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2610.csv.gz,strain_id:SMY2174 ; date:20160628,151,7
2601,chasem,chasem,4069,YKL062W,MSN4,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:37:31.420922-05:00,undefined,SMY27,1,undefined,gev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2601.csv.gz,strain_id:SMY27 ; date:20150101,150,7
2591,chasem,chasem,4011,YKL109W,HAP4,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:37:22.212318-05:00,undefined,SMY2075,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2591.csv.gz,strain_id:SMY2075 ; date:20160321,148,7
2583,chasem,chasem,3926,YKL185W,ASH1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:37:13.931001-05:00,undefined,SMY2056,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2583.csv.gz,strain_id:SMY2056 ; date:20160303,146,7
2575,chasem,chasem,3859,YJR140C,HIR3,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:37:07.474767-05:00,undefined,SMY2194,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2575.csv.gz,strain_id:SMY2194 ; date:20160801,143,7
2568,chasem,chasem,3844,YJR127C,RSF2,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:36:58.914009-05:00,undefined,SMY2212,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2568.csv.gz,strain_id:SMY2212 ; date:20160823,142,7
2560,chasem,chasem,3806,YJR094C,IME1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:36:50.854011-05:00,undefined,SMY2078,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2560.csv.gz,strain_id:SMY2078 ; date:20160321,140,7
2552,chasem,chasem,3773,YJR060W,CBF1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:36:43.484863-05:00,undefined,SMY39,1,undefined,gev,M,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2552.csv.gz,strain_id:SMY39 ; date:20150101,139,7
2538,chasem,chasem,3637,YJL056C,ZAP1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:36:30.907033-05:00,undefined,SMY181,1,undefined,gev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2538.csv.gz,strain_id:SMY181 ; date:20151006,138,7
2531,chasem,chasem,3601,YJL089W,SIP4,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:36:25.200460-05:00,undefined,SMY2113,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2531.csv.gz,strain_id:SMY2113 ; date:20160303,137,7
2523,chasem,chasem,3586,YJL103C,GSM1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:36:19.100080-05:00,undefined,SMY2071,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2523.csv.gz,strain_id:SMY2071 ; date:20160321,136,7
2516,chasem,chasem,3578,YJL110C,GZF3,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:36:13.814201-05:00,undefined,SMY156n,1,undefined,gev,N,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2516.csv.gz,strain_id:SMY156n ; date:20150101,135,7
2504,chasem,chasem,3426,YIR023W,DAL81,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:36:04.175237-05:00,undefined,SMY110,1,undefined,gev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2504.csv.gz,strain_id:SMY110 ; date:20150101,129,7
2497,chasem,chasem,3415,YIR018W,YAP5,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:35:58.346697-05:00,undefined,SMY2270,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2497.csv.gz,strain_id:SMY2270 ; date:20161117,128,7
2489,chasem,chasem,3413,YIR017C,MET28,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:35:51.689805-05:00,undefined,SMY42,1,undefined,gev,M,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2489.csv.gz,strain_id:SMY42 ; date:20150101,127,7
2481,chasem,chasem,3409,YIR013C,GAT4,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:35:45.674910-05:00,undefined,SMY2150,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2481.csv.gz,strain_id:SMY2150 ; date:20160504,837,7
2473,chasem,chasem,3349,YIL036W,CST6,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:35:39.183371-05:00,undefined,SMY2063,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2473.csv.gz,strain_id:SMY2063 ; date:20160303,125,7
2465,chasem,chasem,3327,YIL056W,VHR1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:35:32.503110-05:00,undefined,SMY2236,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2465.csv.gz,strain_id:SMY2236 ; date:20161006,821,7
2457,chasem,chasem,3275,YIL101C,XBP1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:35:26.044449-05:00,undefined,SMY2129,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2457.csv.gz,strain_id:SMY2129 ; date:20161117,122,7
2450,chasem,chasem,3241,YIL131C,FKH1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:35:20.350433-05:00,undefined,SMY146,1,undefined,gev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2450.csv.gz,strain_id:SMY146 ; date:20150101,118,7
2442,chasem,chasem,3166,YHR206W,SKN7,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:35:13.929586-05:00,undefined,SMY2114,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2442.csv.gz,strain_id:SMY2114 ; date:20160303,117,7
2434,chasem,chasem,3131,YHR178W,STB5,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:35:07.449051-05:00,undefined,yRSM206,1,undefined,gev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2434.csv.gz,strain_id:yRSM206 ; date:20151026,116,7
2426,chasem,chasem,3065,YHR124W,NDT80,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:35:00.591981-05:00,undefined,yRSM164,1,undefined,gev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2426.csv.gz,strain_id:yRSM164 ; date:20151026,114,7
2418,chasem,chasem,3024,YHR084W,STE12,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:34:53.533003-05:00,undefined,SMY2118,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2418.csv.gz,strain_id:SMY2118 ; date:20161101,777,7
2410,chasem,chasem,2963,YHR041C,SRB2,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:34:47.130678-05:00,undefined,SMY2166,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2410.csv.gz,strain_id:SMY2166 ; date:20160628,113,7
2402,chasem,chasem,2918,YHR006W,STP2,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:34:40.136784-05:00,undefined,SMY2120,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2402.csv.gz,strain_id:SMY2120 ; date:20160229,112,7
2394,chasem,chasem,2896,YHL009C,YAP3,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:34:34.020669-05:00,undefined,SMY179,1,undefined,gev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2394.csv.gz,strain_id:SMY179 ; date:20151210,111,7
2386,chasem,chasem,2883,YHL020C,OPI1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:34:27.330766-05:00,undefined,SMY2273,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2386.csv.gz,strain_id:SMY2273 ; date:20161103,110,7
2378,chasem,chasem,2875,YHL027W,RIM101,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:34:20.406988-05:00,undefined,SMY2210,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2378.csv.gz,strain_id:SMY2210 ; date:20160823,108,7
2370,chasem,chasem,2798,YGR252W,GCN5,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:34:13.756631-05:00,undefined,SMY2190,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2370.csv.gz,strain_id:SMY2190 ; date:20160801,745,7
2362,chasem,chasem,2795,YGR249W,MGA1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:34:07.479291-05:00,undefined,SMY2160,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2362.csv.gz,strain_id:SMY2160 ; date:20160504,106,7
2355,chasem,chasem,2617,YGR104C,SRB5,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:34:02.108712-05:00,undefined,SMY2221,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2355.csv.gz,strain_id:SMY2221 ; date:20161101,105,7
2347,chasem,chasem,2574,YGR063C,SPT4,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:33:56.181398-05:00,undefined,SMY2177,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2347.csv.gz,strain_id:SMY2177 ; date:20160606,101,7
2339,chasem,chasem,2554,YGR044C,RME1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:33:49.961464-05:00,undefined,SMY2106,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2339.csv.gz,strain_id:SMY2106 ; date:20160209,99,7
2331,chasem,chasem,2550,YGR040W,KSS1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:33:43.230121-05:00,undefined,SMY2196,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2331.csv.gz,strain_id:SMY2196 ; date:20160801,98,7
2323,chasem,chasem,2485,YGL013C,PDR1,mcisaac_oe,overexpression,unverified,True,none,2024-07-01,2024-07-01T13:33:36.852566-05:00,undefined,SMY2096,1,undefined,zev,P,15.0,https://yeastregulatorydb-htcf-data.s3.amazonaws.com/media/expression/mcisaac_oe/2323.csv.gz,strain_id:SMY2096 ; date:20160921,97,7
